YearQuarter,Race_Ethnic,EDUC_LTD,Child_Status,Unemp,in_LF,WTFINL
2017Q1,"Black, Non-Hispanic",College +,Child < 5,1,1,30508.3362
2017Q1,Hispanic,< HS,No Children,0,0,598957.8678
2017Q1,Hispanic,< HS,No Children,0,1,880303.3964
2017Q1,Hispanic,< HS,No Children,1,1,62394.9633
2017Q1,Hispanic,< HS,Older Children,0,0,2345369.8971
2017Q1,Hispanic,< HS,Older Children,0,1,2716333.1727
2017Q1,Hispanic,< HS,Older Children,1,1,227561.5695
2017Q1,Hispanic,< HS,Child < 5,0,0,1239937.4928
2017Q1,Hispanic,< HS,Child < 5,0,1,570460.7836
2017Q1,Hispanic,< HS,Child < 5,1,1,67589.3221
2017Q1,Hispanic,High School Diploma,No Children,0,0,874504.7279
2017Q1,Hispanic,High School Diploma,No Children,0,1,1930355.4336
2017Q1,Hispanic,High School Diploma,No Children,1,1,111951.5501
2017Q1,Hispanic,High School Diploma,Older Children,0,0,1826515.5833
2017Q1,Hispanic,High School Diploma,Older Children,0,1,3199362.6508
2017Q1,Hispanic,High School Diploma,Older Children,1,1,239378.8159
2017Q1,Hispanic,High School Diploma,Child < 5,0,0,1002819.734
2017Q1,Hispanic,High School Diploma,Child < 5,0,1,1074177.6256
2017Q1,Hispanic,High School Diploma,Child < 5,1,1,80448.2492
2017Q1,Hispanic,Some College,No Children,0,0,553595.7464
2017Q1,Hispanic,Some College,No Children,0,1,2233867.5789
2017Q1,Hispanic,Some College,No Children,1,1,113646.702
2017Q1,Hispanic,Some College,Older Children,0,0,869812.9365
2017Q1,Hispanic,Some College,Older Children,0,1,3047444.1817
2017Q1,Hispanic,Some College,Older Children,1,1,126246.9564
2017Q1,Hispanic,Some College,Child < 5,0,0,642291.7826
2017Q1,Hispanic,Some College,Child < 5,0,1,1151234.1104
2017Q1,Hispanic,Some College,Child < 5,1,1,37851.2606
2017Q1,Hispanic,College +,No Children,0,0,355646.3739
2017Q1,Hispanic,College +,No Children,0,1,2625599.5391
2017Q1,Hispanic,College +,No Children,1,1,80631.3351
2017Q1,Hispanic,College +,Older Children,0,0,593853.0794
2017Q1,Hispanic,College +,Older Children,0,1,2230601.5059
2017Q1,Hispanic,College +,Older Children,1,1,85470.9535
2017Q1,Hispanic,College +,Child < 5,0,0,421542.0859
2017Q1,Hispanic,College +,Child < 5,0,1,1025486.5202
2017Q1,Hispanic,College +,Child < 5,1,1,42271.4964
2017Q1,"White, Non-Hispanic",< HS,No Children,0,0,1120021.2375
2017Q1,"White, Non-Hispanic",< HS,No Children,0,1,702896.5296
2017Q1,"White, Non-Hispanic",< HS,No Children,1,1,75819.4517
2017Q1,"White, Non-Hispanic",< HS,Older Children,0,0,979374.233
2017Q1,"White, Non-Hispanic",< HS,Older Children,0,1,876609.4284
2017Q1,"White, Non-Hispanic",< HS,Older Children,1,1,91189.0009
2017Q1,"White, Non-Hispanic",< HS,Child < 5,0,0,412116.2675
2017Q1,"White, Non-Hispanic",< HS,Child < 5,0,1,193447.5412
2017Q1,"White, Non-Hispanic",< HS,Child < 5,1,1,33776.7341
2017Q1,"White, Non-Hispanic",High School Diploma,No Children,0,0,3349718.4045
2017Q1,"White, Non-Hispanic",High School Diploma,No Children,0,1,6422602.3149
2017Q1,"White, Non-Hispanic",High School Diploma,No Children,1,1,372073.6696
2017Q1,"White, Non-Hispanic",High School Diploma,Older Children,0,0,2919436.0235
2017Q1,"White, Non-Hispanic",High School Diploma,Older Children,0,1,6670758.8196
2017Q1,"White, Non-Hispanic",High School Diploma,Older Children,1,1,320023.8314
2017Q1,"White, Non-Hispanic",High School Diploma,Child < 5,0,0,1395032.845
2017Q1,"White, Non-Hispanic",High School Diploma,Child < 5,0,1,2021622.9876
2017Q1,"White, Non-Hispanic",High School Diploma,Child < 5,1,1,133793.4209
2017Q1,"White, Non-Hispanic",Some College,No Children,0,0,2653962.9983
2017Q1,"White, Non-Hispanic",Some College,No Children,0,1,9535370.1401
2017Q1,"White, Non-Hispanic",Some College,No Children,1,1,367937.7691
2017Q1,"White, Non-Hispanic",Some College,Older Children,0,0,2940880.868
2017Q1,"White, Non-Hispanic",Some College,Older Children,0,1,11587493.438
2017Q1,"White, Non-Hispanic",Some College,Older Children,1,1,363265.9909
2017Q1,"White, Non-Hispanic",Some College,Child < 5,0,0,1851559.6928
2017Q1,"White, Non-Hispanic",Some College,Child < 5,0,1,3387978.0036
2017Q1,"White, Non-Hispanic",Some College,Child < 5,1,1,146238.2017
2017Q1,"White, Non-Hispanic",College +,No Children,0,0,2408381.2786
2017Q1,"White, Non-Hispanic",College +,No Children,0,1,19328519.435
2017Q1,"White, Non-Hispanic",College +,No Children,1,1,475793.3925
2017Q1,"White, Non-Hispanic",College +,Older Children,0,0,2870109.2022
2017Q1,"White, Non-Hispanic",College +,Older Children,0,1,15622493.455
2017Q1,"White, Non-Hispanic",College +,Older Children,1,1,299460.377
2017Q1,"White, Non-Hispanic",College +,Child < 5,0,0,2481315.7288
2017Q1,"White, Non-Hispanic",College +,Child < 5,0,1,7475036.1961
2017Q1,"White, Non-Hispanic",College +,Child < 5,1,1,112084.0404
2017Q1,All Other,< HS,No Children,0,0,177333.0491
2017Q1,All Other,< HS,No Children,0,1,208297.1855
2017Q1,All Other,< HS,No Children,1,1,21506.3602
2017Q1,All Other,< HS,Older Children,0,0,214965.0358
2017Q1,All Other,< HS,Older Children,0,1,278013.8011
2017Q1,All Other,< HS,Older Children,1,1,11409.0737
2017Q1,All Other,< HS,Child < 5,0,0,112065.8475
2017Q1,All Other,< HS,Child < 5,0,1,84945.2296
2017Q1,All Other,< HS,Child < 5,1,1,6345.7521
2017Q1,All Other,High School Diploma,No Children,0,0,319550.8868
2017Q1,All Other,High School Diploma,No Children,0,1,862249.304
2017Q1,All Other,High School Diploma,No Children,1,1,51152.0552
2017Q1,All Other,High School Diploma,Older Children,0,0,493570.6464
2017Q1,All Other,High School Diploma,Older Children,0,1,1218556.5181
2017Q1,All Other,High School Diploma,Older Children,1,1,31426.5472
2017Q1,All Other,High School Diploma,Child < 5,0,0,329441.558
2017Q1,All Other,High School Diploma,Child < 5,0,1,319885.968
2017Q1,All Other,High School Diploma,Child < 5,1,1,19301.3471
2017Q1,All Other,Some College,No Children,0,0,341827.0126
2017Q1,All Other,Some College,No Children,0,1,1124321.6252
2017Q1,All Other,Some College,No Children,1,1,53943.6272
2017Q1,All Other,Some College,Older Children,0,0,428855.8067
2017Q1,All Other,Some College,Older Children,0,1,1160353.9454
2017Q1,All Other,Some College,Older Children,1,1,53857.7216
2017Q1,All Other,Some College,Child < 5,0,0,324042.7725
2017Q1,All Other,Some College,Child < 5,0,1,472408.5667
2017Q1,All Other,Some College,Child < 5,1,1,16081.7238
2017Q1,All Other,College +,No Children,0,0,899031.5496
2017Q1,All Other,College +,No Children,0,1,3292084.8235
2017Q1,All Other,College +,No Children,1,1,104045.2048
2017Q1,All Other,College +,Older Children,0,0,946563.8571
2017Q1,All Other,College +,Older Children,0,1,2609961.2834
2017Q1,All Other,College +,Older Children,1,1,65052.223
2017Q1,All Other,College +,Child < 5,0,0,762833.8281
2017Q1,All Other,College +,Child < 5,0,1,1066662.1051
2017Q1,All Other,College +,Child < 5,1,1,32489.3087
2017Q2,"Black, Non-Hispanic",< HS,No Children,0,0,347651.4854
2017Q2,"Black, Non-Hispanic",< HS,No Children,0,1,312507.4851
2017Q2,"Black, Non-Hispanic",< HS,No Children,1,1,39734.6393
2017Q2,"Black, Non-Hispanic",< HS,Older Children,0,0,287344.9732
2017Q2,"Black, Non-Hispanic",< HS,Older Children,0,1,464902.529
2017Q2,"Black, Non-Hispanic",< HS,Older Children,1,1,68346.4155
2017Q2,"Black, Non-Hispanic",< HS,Child < 5,0,0,147911.25
2017Q2,"Black, Non-Hispanic",< HS,Child < 5,0,1,118779.4823
2017Q2,"Black, Non-Hispanic",< HS,Child < 5,1,1,25624.5242
2017Q2,"Black, Non-Hispanic",High School Diploma,No Children,0,0,1058448.1232
2017Q2,"Black, Non-Hispanic",High School Diploma,No Children,0,1,1801101.7203
2017Q2,"Black, Non-Hispanic",High School Diploma,No Children,1,1,129478.0205
2017Q2,"Black, Non-Hispanic",High School Diploma,Older Children,0,0,839883.6066
2017Q2,"Black, Non-Hispanic",High School Diploma,Older Children,0,1,2220610.8452
2017Q2,"Black, Non-Hispanic",High School Diploma,Older Children,1,1,276388.3958
2017Q2,"Black, Non-Hispanic",High School Diploma,Child < 5,0,0,348467.8614
2017Q2,"Black, Non-Hispanic",High School Diploma,Child < 5,0,1,708464.4421
2017Q2,"Black, Non-Hispanic",High School Diploma,Child < 5,1,1,54578.3157
2017Q2,"Black, Non-Hispanic",Some College,No Children,0,0,615170.5721
2017Q2,"Black, Non-Hispanic",Some College,No Children,0,1,2295703.3159
2017Q2,"Black, Non-Hispanic",Some College,No Children,1,1,159157.5314
2017Q2,"Black, Non-Hispanic",Some College,Older Children,0,0,695223.2284
2017Q2,"Black, Non-Hispanic",Some College,Older Children,0,1,3042420.4218
2017Q2,"Black, Non-Hispanic",Some College,Older Children,1,1,216103.4634
2017Q2,"Black, Non-Hispanic",Some College,Child < 5,0,0,378897.6433
2017Q2,"Black, Non-Hispanic",Some College,Child < 5,0,1,1153208.4452
2017Q2,"Black, Non-Hispanic",Some College,Child < 5,1,1,124864.8422
2017Q2,"Black, Non-Hispanic",College +,No Children,0,0,326731.5155
2017Q2,"Black, Non-Hispanic",College +,No Children,0,1,2979449.3977
2017Q2,"Black, Non-Hispanic",College +,No Children,1,1,82021.4267
2017Q2,"Black, Non-Hispanic",College +,Older Children,0,0,390243.8749
2017Q2,"Black, Non-Hispanic",College +,Older Children,0,1,2586822.5095
2017Q2,"Black, Non-Hispanic",College +,Older Children,1,1,53794.6564
2017Q2,"Black, Non-Hispanic",College +,Child < 5,0,0,206328.8217
2017Q2,"Black, Non-Hispanic",College +,Child < 5,0,1,942527.8328
2017Q2,"Black, Non-Hispanic",College +,Child < 5,1,1,48422.909
2017Q2,Hispanic,< HS,No Children,0,0,672037.4787
2017Q2,Hispanic,< HS,No Children,0,1,906188.5677
2017Q2,Hispanic,< HS,No Children,1,1,71373.3778
2017Q2,Hispanic,< HS,Older Children,0,0,2421520.6284
2017Q2,Hispanic,< HS,Older Children,0,1,2600037.0297
2017Q2,Hispanic,< HS,Older Children,1,1,161259.0386
2017Q2,Hispanic,< HS,Child < 5,0,0,1179908.7763
2017Q2,Hispanic,< HS,Child < 5,0,1,527063.926
2017Q2,Hispanic,< HS,Child < 5,1,1,47850.5295
2017Q2,Hispanic,High School Diploma,No Children,0,0,759668.5741
2017Q2,Hispanic,High School Diploma,No Children,0,1,1932273.755
2017Q2,Hispanic,High School Diploma,No Children,1,1,83011.7897
2017Q2,Hispanic,High School Diploma,Older Children,0,0,1682979.678
2017Q2,Hispanic,High School Diploma,Older Children,0,1,3400569.0756
2017Q2,Hispanic,High School Diploma,Older Children,1,1,194335.5176
2017Q2,Hispanic,High School Diploma,Child < 5,0,0,1000040.1028
2017Q2,Hispanic,High School Diploma,Child < 5,0,1,1065220.9717
2017Q2,Hispanic,High School Diploma,Child < 5,1,1,97667.2734
2017Q2,Hispanic,Some College,No Children,0,0,586677.9401
2017Q2,Hispanic,Some College,No Children,0,1,2502181.6944
2017Q2,Hispanic,Some College,No Children,1,1,102601.8849
2017Q2,Hispanic,Some College,Older Children,0,0,996687.3171
2017Q2,Hispanic,Some College,Older Children,0,1,3195430.6737
2017Q2,Hispanic,Some College,Older Children,1,1,131276.4872
2017Q2,Hispanic,Some College,Child < 5,0,0,638564.2112
2017Q2,Hispanic,Some College,Child < 5,0,1,1059406.6086
2017Q2,Hispanic,Some College,Child < 5,1,1,40726.6683
2017Q2,Hispanic,College +,No Children,0,0,413816.3514
2017Q2,Hispanic,College +,No Children,0,1,2842290.9695
2017Q2,Hispanic,College +,No Children,1,1,95744.8499
2017Q2,Hispanic,College +,Older Children,0,0,628254.1597
2017Q2,Hispanic,College +,Older Children,0,1,1915393.8672
2017Q2,Hispanic,College +,Older Children,1,1,70451.003
2017Q2,Hispanic,College +,Child < 5,0,0,435442.2001
2017Q2,Hispanic,College +,Child < 5,0,1,971579.7761
2017Q2,Hispanic,College +,Child < 5,1,1,20713.2291
2017Q2,"White, Non-Hispanic",< HS,No Children,0,0,1163461.5785
2017Q2,"White, Non-Hispanic",< HS,No Children,0,1,837281.391
2017Q2,"White, Non-Hispanic",< HS,No Children,1,1,73357
2017Q2,"White, Non-Hispanic",< HS,Older Children,0,0,845117.5657
2017Q2,"White, Non-Hispanic",< HS,Older Children,0,1,943040.036
2017Q2,"White, Non-Hispanic",< HS,Older Children,1,1,62399.1035
2017Q2,"White, Non-Hispanic",< HS,Child < 5,0,0,387774.4473
2017Q2,"White, Non-Hispanic",< HS,Child < 5,0,1,278645.4767
2017Q2,"White, Non-Hispanic",< HS,Child < 5,1,1,33447.0673
2017Q2,"White, Non-Hispanic",High School Diploma,No Children,0,0,3235968.8887
2017Q2,"White, Non-Hispanic",High School Diploma,No Children,0,1,6470815.9443
2017Q2,"White, Non-Hispanic",High School Diploma,No Children,1,1,328631.0077
2017Q2,"White, Non-Hispanic",High School Diploma,Older Children,0,0,2809412.4291
2017Q2,"White, Non-Hispanic",High School Diploma,Older Children,0,1,7022476.4967
2017Q2,"White, Non-Hispanic",High School Diploma,Older Children,1,1,374005.2546
2017Q2,"White, Non-Hispanic",High School Diploma,Child < 5,0,0,1367503.2207
2017Q2,"White, Non-Hispanic",High School Diploma,Child < 5,0,1,2056758.458
2017Q2,"White, Non-Hispanic",High School Diploma,Child < 5,1,1,93521.8997
2017Q2,"White, Non-Hispanic",Some College,No Children,0,0,2553597.4668
2017Q2,"White, Non-Hispanic",Some College,No Children,0,1,9171580.3329
2017Q2,"White, Non-Hispanic",Some College,No Children,1,1,379069.7308
2017Q2,"White, Non-Hispanic",Some College,Older Children,0,0,3096354.6631
2017Q2,"White, Non-Hispanic",Some College,Older Children,0,1,11035008.376
2017Q2,"White, Non-Hispanic",Some College,Older Children,1,1,341685.2572
2017Q2,"White, Non-Hispanic",Some College,Child < 5,0,0,1962425.9022
2017Q2,"White, Non-Hispanic",Some College,Child < 5,0,1,3469942.4635
2017Q2,"White, Non-Hispanic",Some College,Child < 5,1,1,164352.6226
2017Q2,"White, Non-Hispanic",College +,No Children,0,0,2475979.7824
2017Q2,"White, Non-Hispanic",College +,No Children,0,1,19592397.509
2017Q2,"White, Non-Hispanic",College +,No Children,1,1,380560.1415
2017Q2,"White, Non-Hispanic",College +,Older Children,0,0,2904038.1347
2017Q2,"White, Non-Hispanic",College +,Older Children,0,1,15557141.774
2017Q2,"White, Non-Hispanic",College +,Older Children,1,1,269565.8481
2017Q2,"White, Non-Hispanic",College +,Child < 5,0,0,2344951.373
2017Q2,"White, Non-Hispanic",College +,Child < 5,0,1,7462164.2033
2017Q2,"White, Non-Hispanic",College +,Child < 5,1,1,102711.6418
2017Q2,All Other,< HS,No Children,0,0,162179.6765
2017Q2,All Other,< HS,No Children,0,1,174258.8048
2017Q2,All Other,< HS,No Children,1,1,24035.558
2017Q2,All Other,< HS,Older Children,0,0,239084.7536
2017Q2,All Other,< HS,Older Children,0,1,288243.7873
2017Q2,All Other,< HS,Older Children,1,1,1387.2612
2017Q2,All Other,< HS,Child < 5,0,0,99593.4283
2017Q2,All Other,< HS,Child < 5,0,1,39221.2854
2017Q2,All Other,< HS,Child < 5,1,1,19060.3174
2017Q2,All Other,High School Diploma,No Children,0,0,297011.8284
2017Q2,All Other,High School Diploma,No Children,0,1,898778.7775
2017Q2,All Other,High School Diploma,No Children,1,1,48575.6355
2017Q2,All Other,High School Diploma,Older Children,0,0,445496.3041
2017Q2,All Other,High School Diploma,Older Children,0,1,1231053.9085
2017Q2,All Other,High School Diploma,Older Children,1,1,31259.1756
2017Q2,All Other,High School Diploma,Child < 5,0,0,232536.4028
2017Q2,All Other,High School Diploma,Child < 5,0,1,283935.9109
2017Q2,All Other,High School Diploma,Child < 5,1,1,13479.3799
2017Q2,All Other,Some College,No Children,0,0,446669.3758
2017Q2,All Other,Some College,No Children,0,1,1143072.9878
2017Q2,All Other,Some College,No Children,1,1,65350.574
2017Q2,All Other,Some College,Older Children,0,0,395471.7918
2017Q2,All Other,Some College,Older Children,0,1,1275671.217
2017Q2,All Other,Some College,Older Children,1,1,32944.7529
2017Q2,All Other,Some College,Child < 5,0,0,319972.7433
2017Q2,All Other,Some College,Child < 5,0,1,485232.3286
2017Q2,All Other,Some College,Child < 5,1,1,19970.2642
2017Q2,All Other,College +,No Children,0,0,982719.1586
2017Q2,All Other,College +,No Children,0,1,3238514.5445
2017Q2,All Other,College +,No Children,1,1,151372.6133
2017Q2,All Other,College +,Older Children,0,0,967595.2317
2017Q2,All Other,College +,Older Children,0,1,2624828.6941
2017Q2,All Other,College +,Older Children,1,1,107391.497
2017Q2,All Other,College +,Child < 5,0,0,827290.5142
2017Q2,All Other,College +,Child < 5,0,1,1265990.6202
2017Q2,All Other,College +,Child < 5,1,1,15436.8925
2017Q3,"Black, Non-Hispanic",< HS,No Children,0,0,447391.9804
2017Q3,"Black, Non-Hispanic",< HS,No Children,0,1,265420.7351
2017Q3,"Black, Non-Hispanic",< HS,No Children,1,1,62645.8915
2017Q3,"Black, Non-Hispanic",< HS,Older Children,0,0,261578.9094
2017Q3,"Black, Non-Hispanic",< HS,Older Children,0,1,536715.2677
2017Q3,"Black, Non-Hispanic",< HS,Older Children,1,1,65656.8222
2017Q3,"Black, Non-Hispanic",< HS,Child < 5,0,0,122434.6027
2017Q3,"Black, Non-Hispanic",< HS,Child < 5,0,1,146039.0204
2017Q3,"Black, Non-Hispanic",< HS,Child < 5,1,1,23024.7703
2017Q3,"Black, Non-Hispanic",High School Diploma,No Children,0,0,1132468.2203
2017Q3,"Black, Non-Hispanic",High School Diploma,No Children,0,1,2069477.5549
2017Q3,"Black, Non-Hispanic",High School Diploma,No Children,1,1,162010.7362
2017Q3,"Black, Non-Hispanic",High School Diploma,Older Children,0,0,655024.4412
2017Q3,"Black, Non-Hispanic",High School Diploma,Older Children,0,1,2167520.3493
2017Q3,"Black, Non-Hispanic",High School Diploma,Older Children,1,1,227508.3463
2017Q3,"Black, Non-Hispanic",High School Diploma,Child < 5,0,0,262757.8238
2017Q3,"Black, Non-Hispanic",High School Diploma,Child < 5,0,1,772595.9971
2017Q3,"Black, Non-Hispanic",High School Diploma,Child < 5,1,1,78944.7005
2017Q3,"Black, Non-Hispanic",Some College,No Children,0,0,655588.5311
2017Q3,"Black, Non-Hispanic",Some College,No Children,0,1,2479151.5453
2017Q3,"Black, Non-Hispanic",Some College,No Children,1,1,176892.1037
2017Q3,"Black, Non-Hispanic",Some College,Older Children,0,0,582875.1342
2017Q3,"Black, Non-Hispanic",Some College,Older Children,0,1,2850748.7399
2017Q3,"Black, Non-Hispanic",Some College,Older Children,1,1,144619.7483
2017Q3,"Black, Non-Hispanic",Some College,Child < 5,0,0,383501.4261
2017Q3,"Black, Non-Hispanic",Some College,Child < 5,0,1,1119830.9637
2017Q3,"Black, Non-Hispanic",Some College,Child < 5,1,1,150884.7312
2017Q3,"Black, Non-Hispanic",College +,No Children,0,0,342316.0724
2017Q3,"Black, Non-Hispanic",College +,No Children,0,1,2893288.9129
2017Q3,"Black, Non-Hispanic",College +,No Children,1,1,135431.2789
2017Q3,"Black, Non-Hispanic",College +,Older Children,0,0,334904.9844
2017Q3,"Black, Non-Hispanic",College +,Older Children,0,1,2628577.2311
2017Q3,"Black, Non-Hispanic",College +,Older Children,1,1,110565.0197
2017Q3,"Black, Non-Hispanic",College +,Child < 5,0,0,238903.1307
2017Q3,"Black, Non-Hispanic",College +,Child < 5,0,1,920043.1685
2017Q3,"Black, Non-Hispanic",College +,Child < 5,1,1,23969.3439
2017Q3,Hispanic,< HS,No Children,0,0,777200.9883
2017Q3,Hispanic,< HS,No Children,0,1,1021427.6803
2017Q3,Hispanic,< HS,No Children,1,1,80311.1895
2017Q3,Hispanic,< HS,Older Children,0,0,2362067.4735
2017Q3,Hispanic,< HS,Older Children,0,1,2608169.6121
2017Q3,Hispanic,< HS,Older Children,1,1,191236.4801
2017Q3,Hispanic,< HS,Child < 5,0,0,1200356.9463
2017Q3,Hispanic,< HS,Child < 5,0,1,728497.6062
2017Q3,Hispanic,< HS,Child < 5,1,1,36534.7387
2017Q3,Hispanic,High School Diploma,No Children,0,0,816967.8258
2017Q3,Hispanic,High School Diploma,No Children,0,1,1751113.7101
2017Q3,Hispanic,High School Diploma,No Children,1,1,81483.9249
2017Q3,Hispanic,High School Diploma,Older Children,0,0,1644541.1077
2017Q3,Hispanic,High School Diploma,Older Children,0,1,3612056.5946
2017Q3,Hispanic,High School Diploma,Older Children,1,1,185339.3425
2017Q3,Hispanic,High School Diploma,Child < 5,0,0,1006125.1845
2017Q3,Hispanic,High School Diploma,Child < 5,0,1,1002428.5264
2017Q3,Hispanic,High School Diploma,Child < 5,1,1,93351.4651
2017Q3,Hispanic,Some College,No Children,0,0,598260.9992
2017Q3,Hispanic,Some College,No Children,0,1,2242483.4515
2017Q3,Hispanic,Some College,No Children,1,1,134840.6896
2017Q3,Hispanic,Some College,Older Children,0,0,906686.8277
2017Q3,Hispanic,Some College,Older Children,0,1,2957264.7037
2017Q3,Hispanic,Some College,Older Children,1,1,162989.6035
2017Q3,Hispanic,Some College,Child < 5,0,0,673671.7925
2017Q3,Hispanic,Some College,Child < 5,0,1,1131635.3553
2017Q3,Hispanic,Some College,Child < 5,1,1,59823.6388
2017Q3,Hispanic,College +,No Children,0,0,527020.2568
2017Q3,Hispanic,College +,No Children,0,1,2680181.6653
2017Q3,Hispanic,College +,No Children,1,1,70299.1434
2017Q3,Hispanic,College +,Older Children,0,0,579154.7675
2017Q3,Hispanic,College +,Older Children,0,1,2182204.8211
2017Q3,Hispanic,College +,Older Children,1,1,63035.2806
2017Q3,Hispanic,College +,Child < 5,0,0,437371.4015
2017Q3,Hispanic,College +,Child < 5,0,1,969347.1422
2017Q3,Hispanic,College +,Child < 5,1,1,43658.0422
2017Q3,"White, Non-Hispanic",< HS,No Children,0,0,1007806.6349
2017Q3,"White, Non-Hispanic",< HS,No Children,0,1,757603.3861
2017Q3,"White, Non-Hispanic",< HS,No Children,1,1,62932.7112
2017Q3,"White, Non-Hispanic",< HS,Older Children,0,0,730036.9649
2017Q3,"White, Non-Hispanic",< HS,Older Children,0,1,886620.9777
2017Q3,"White, Non-Hispanic",< HS,Older Children,1,1,95226.3338
2017Q3,"White, Non-Hispanic",< HS,Child < 5,0,0,312909.931
2017Q3,"White, Non-Hispanic",< HS,Child < 5,0,1,242411.1676
2017Q3,"White, Non-Hispanic",< HS,Child < 5,1,1,56771.4301
2017Q3,"White, Non-Hispanic",High School Diploma,No Children,0,0,3177811.6187
2017Q3,"White, Non-Hispanic",High School Diploma,No Children,0,1,6767254.0894
2017Q3,"White, Non-Hispanic",High School Diploma,No Children,1,1,331073.4023
2017Q3,"White, Non-Hispanic",High School Diploma,Older Children,0,0,3041790.0241
2017Q3,"White, Non-Hispanic",High School Diploma,Older Children,0,1,6653505.723
2017Q3,"White, Non-Hispanic",High School Diploma,Older Children,1,1,353269.8996
2017Q3,"White, Non-Hispanic",High School Diploma,Child < 5,0,0,1444016.0891
2017Q3,"White, Non-Hispanic",High School Diploma,Child < 5,0,1,1917612.8096
2017Q3,"White, Non-Hispanic",High School Diploma,Child < 5,1,1,76147.4933
2017Q3,"White, Non-Hispanic",Some College,No Children,0,0,2660563.5323
2017Q3,"White, Non-Hispanic",Some College,No Children,0,1,9315648.2545
2017Q3,"White, Non-Hispanic",Some College,No Children,1,1,367410.8059
2017Q3,"White, Non-Hispanic",Some College,Older Children,0,0,2994909.871
2017Q3,"White, Non-Hispanic",Some College,Older Children,0,1,10718715.214
2017Q3,"White, Non-Hispanic",Some College,Older Children,1,1,443977.0105
2017Q3,"White, Non-Hispanic",Some College,Child < 5,0,0,1926044.6795
2017Q3,"White, Non-Hispanic",Some College,Child < 5,0,1,3332744.0517
2017Q3,"White, Non-Hispanic",Some College,Child < 5,1,1,174041.9666
2017Q3,"White, Non-Hispanic",College +,No Children,0,0,2391019.4848
2017Q3,"White, Non-Hispanic",College +,No Children,0,1,19504579.38
2017Q3,"White, Non-Hispanic",College +,No Children,1,1,512070.2399
2017Q3,"White, Non-Hispanic",College +,Older Children,0,0,3234999.5837
2017Q3,"White, Non-Hispanic",College +,Older Children,0,1,15779087.8
2017Q3,"White, Non-Hispanic",College +,Older Children,1,1,383959.1685
2017Q3,"White, Non-Hispanic",College +,Child < 5,0,0,2302008.0571
2017Q3,"White, Non-Hispanic",College +,Child < 5,0,1,7617893.8782
2017Q3,"White, Non-Hispanic",College +,Child < 5,1,1,101749.1389
2017Q3,All Other,< HS,No Children,0,0,195801.9555
2017Q3,All Other,< HS,No Children,0,1,213269.7962
2017Q3,All Other,< HS,No Children,1,1,14082.729
2017Q3,All Other,< HS,Older Children,0,0,315791.9336
2017Q3,All Other,< HS,Older Children,0,1,473866.6521
2017Q3,All Other,< HS,Older Children,1,1,4737.1127
2017Q3,All Other,< HS,Child < 5,0,0,123128.4122
2017Q3,All Other,< HS,Child < 5,0,1,51628.0594
2017Q3,All Other,< HS,Child < 5,1,1,12210.8375
2017Q3,All Other,High School Diploma,No Children,0,0,339959.4647
2017Q3,All Other,High School Diploma,No Children,0,1,766224.7997
2017Q3,All Other,High School Diploma,No Children,1,1,78263.8752
2017Q3,All Other,High School Diploma,Older Children,0,0,468237.7866
2017Q3,All Other,High School Diploma,Older Children,0,1,1186842.3284
2017Q3,All Other,High School Diploma,Older Children,1,1,25028.0834
2017Q3,All Other,High School Diploma,Child < 5,0,0,250843.8155
2017Q3,All Other,High School Diploma,Child < 5,0,1,281766.556
2017Q3,All Other,High School Diploma,Child < 5,1,1,20552.3825
2017Q3,All Other,Some College,No Children,0,0,299762.1661
2017Q3,All Other,Some College,No Children,0,1,1065594.0942
2017Q3,All Other,Some College,No Children,1,1,48159.383
2017Q3,All Other,Some College,Older Children,0,0,453329.6247
2017Q3,All Other,Some College,Older Children,0,1,1156681.9909
2017Q3,All Other,Some College,Older Children,1,1,33013.0448
2017Q3,All Other,Some College,Child < 5,0,0,277640.5977
2017Q3,All Other,Some College,Child < 5,0,1,442742.2431
2017Q3,All Other,Some College,Child < 5,1,1,21759.9794
2017Q3,All Other,College +,No Children,0,0,918206.1717
2017Q3,All Other,College +,No Children,0,1,3481049.1195
2017Q3,All Other,College +,No Children,1,1,132927.764
2017Q3,All Other,College +,Older Children,0,0,915583.3459
2017Q3,All Other,College +,Older Children,0,1,2699997.894
2017Q3,All Other,College +,Older Children,1,1,72955.3785
2017Q3,All Other,College +,Child < 5,0,0,803847.3422
2017Q3,All Other,College +,Child < 5,0,1,1065610.0409
2017Q3,All Other,College +,Child < 5,1,1,28233.2283
2017Q4,"Black, Non-Hispanic",< HS,No Children,0,0,482631.3989
2017Q4,"Black, Non-Hispanic",< HS,No Children,0,1,307091.2541
2017Q4,"Black, Non-Hispanic",< HS,No Children,1,1,22394.6964
2017Q4,"Black, Non-Hispanic",< HS,Older Children,0,0,285558.5375
2017Q4,"Black, Non-Hispanic",< HS,Older Children,0,1,420913.1602
2017Q4,"Black, Non-Hispanic",< HS,Older Children,1,1,61830.608
2017Q4,"Black, Non-Hispanic",< HS,Child < 5,0,0,101284.4534
2017Q4,"Black, Non-Hispanic",< HS,Child < 5,0,1,222210.3037
2017Q4,"Black, Non-Hispanic",< HS,Child < 5,1,1,47218.8529
2017Q4,"Black, Non-Hispanic",High School Diploma,No Children,0,0,911231.5903
